"length (seconds)","peaks","peaks per sec","nodturn","nodturn per sec","peak max prom","peak mean prom","extremes amplitude","velocity","timestamp","camera","transcript","nod"
"6.82","10","1.466275659824047","21","3.0791788856304985","0.06845565782751972","0.038383285922947194","0.08894945270091181","0.28097401753392925","0:4:23.920","a","dgskorpus_ber_07_deaf_event","feedback"
"2.66","3","1.1278195488721805","6","2.255639097744361","0.08800790680009651","0.04499344179803777","0.09435864596377463","0.23672078279617995","0:4:31.840","a","dgskorpus_ber_07_deaf_event","feedback"
"2.74","6","2.18978102189781","11","4.014598540145985","0.05248119504326887","0.02554270067670487","0.06924009427620059","0.26108092671598626","0:4:34.860","a","dgskorpus_ber_07_deaf_event","feedback"
"1.22","1","0.819672131147541","2","1.639344262295082","0.013273276712785664","0.013273276712785664","0.013457838414541623","0.1362171384554356","0:4:38.340","a","dgskorpus_ber_07_deaf_event","feedback"
"0.7","1","1.4285714285714286","1","1.4285714285714286","0.039566905923063","0.039566905923063","0.035671279538023404","0.2230534638909216","0:4:44.300","a","dgskorpus_ber_07_deaf_event","feedback"
"1.26","2","1.5873015873015872","4","3.1746031746031744","0.025533474677203127","0.020145288465769906","0.03948392759101904","0.2245234833882167","0:5:41.120","a","dgskorpus_ber_07_deaf_event","feedback"
"0.74","2","2.7027027027027026","3","4.054054054054054","0.023162719901625328","0.018705174675091363","0.1068919307255718","0.5089098447432019","0:6:24.920","a","dgskorpus_ber_07_deaf_event","feedback"
"0.34","1","2.9411764705882355","2","5.882352941176471","0.041064052736089485","0.041064052736089485","0.041064052736089485","0.5872862179080979","0:6:27.960","a","dgskorpus_ber_07_deaf_event","feedback"
"0.9","2","2.2222222222222223","4","4.444444444444445","0.09029741059104968","0.0607791149975494","0.09029741059104968","0.5389223660848547","0:6:36.980","a","dgskorpus_ber_07_deaf_event","feedback"
"0.58","0","0.0","1","1.7241379310344827","0","0","0.04647677842583886","0.29831645899079146","0:6:38.300","a","dgskorpus_ber_07_deaf_event","feedback"
"1.16","2","1.7241379310344827","5","4.310344827586207","0.1821146714292785","0.10420817149050277","0.1821146714292785","0.7773205492033489","0:7:20.680","a","dgskorpus_ber_07_deaf_event","feedback"
"0.54","1","1.8518518518518519","2","3.7037037037037037","0.04139401508461571","0.04139401508461571","0.04139401508461571","0.2984983625572142","0:7:22.300","a","dgskorpus_ber_07_deaf_event","feedback"
"1.58","3","1.8987341772151898","6","3.7974683544303796","0.026213795113754212","0.021337867732515853","0.026213795113754212","0.17689920226339823","0:7:29.460","a","dgskorpus_ber_07_deaf_event","feedback"
"2.58","4","1.550387596899225","8","3.10077519379845","0.012783266119106296","0.010932860022382362","0.019343356907336684","0.11295280704338787","0:7:31.760","a","dgskorpus_ber_07_deaf_event","feedback"
"3.26","5","1.5337423312883436","9","2.7607361963190185","0.044793054925272635","0.02240932544965606","0.03470548291996023","0.18222813784627162","0:7:36.420","a","dgskorpus_ber_07_deaf_event","feedback"
"0.5","2","4.0","4","8.0","0.015405547125856733","0.013138750161090673","0.07095292398533992","0.4862651297739699","0:8:27.920","a","dgskorpus_ber_07_deaf_event","feedback"
"0.5","1","2.0","1","2.0","0.08476328662432886","0.08476328662432886","0.04733758828905055","0.28189359942917736","0:8:28.860","a","dgskorpus_ber_07_deaf_event","feedback"
"1.98","3","1.5151515151515151","6","3.0303030303030303","0.07579865226350369","0.05378603908538645","0.07579865226350369","0.36227175383038857","0:8:29.940","a","dgskorpus_ber_07_deaf_event","feedback"
"1.64","2","1.2195121951219512","5","3.048780487804878","0.06585204152809343","0.03929623592173914","0.06585204152809343","0.23749467812319872","0:8:33.960","a","dgskorpus_ber_07_deaf_event","feedback"
"2.62","4","1.5267175572519085","9","3.435114503816794","0.19858991864952613","0.07449741951942451","0.16023254580183588","0.461813059975929","0:8:36.100","a","dgskorpus_ber_07_deaf_event","feedback"
"1.9","3","1.5789473684210527","5","2.6315789473684212","0.05730644394655493","0.03596807772277214","0.0624366688209963","0.29013445489109196","0:8:41.140","a","dgskorpus_ber_07_deaf_event","feedback"
"3.54","7","1.9774011299435028","14","3.9548022598870056","0.07935352611240254","0.02673753601297459","0.09002867449566287","0.19642167968840205","0:8:43.660","a","dgskorpus_ber_07_deaf_event","feedback"
"1.54","3","1.948051948051948","7","4.545454545454546","0.01964446439408163","0.01374097919565879","0.02953219007002872","0.21705732333823927","0:8:48.240","a","dgskorpus_ber_07_deaf_event","feedback"
"5.86","11","1.8771331058020477","23","3.9249146757679183","0.027975156002959523","0.01564035401082413","0.05053715106042911","0.17201983803214516","0:8:50.720","a","dgskorpus_ber_07_deaf_event","feedback"
"4.14","6","1.4492753623188406","13","3.140096618357488","0.04430021599085521","0.02438229609952895","0.04416421251075553","0.2013155729431201","0:9:12.700","a","dgskorpus_ber_07_deaf_event","feedback"
"3.18","2","0.6289308176100629","5","1.5723270440251573","0.01765684752344776","0.014188534432976962","0.026213021419404292","0.13260909083007943","0:9:20.560","a","dgskorpus_ber_07_deaf_event","feedback"
"3.7","6","1.6216216216216217","11","2.972972972972973","0.07778824260213146","0.034584813547942926","0.10445479140480662","0.3345879447761206","0:0:4.280","b","dgskorpus_ber_07_deaf_event","feedback"
"1.1","3","2.727272727272727","5","4.545454545454546","0.036890522958317185","0.02486384701826287","0.031513986350269585","0.21546731541556696","0:0:9.520","b","dgskorpus_ber_07_deaf_event","feedback"
"1.72","2","1.1627906976744187","4","2.3255813953488373","0.015487877132440708","0.015040712272509138","0.02217470118578113","0.1411330745533036","0:0:13.840","b","dgskorpus_ber_07_deaf_event","feedback"
"0.98","2","2.0408163265306123","3","3.061224489795918","0.12601957987820356","0.10729537171892478","0.12601957987820356","0.9967968578384543","0:0:38.280","b","dgskorpus_ber_07_deaf_event","feedback"
"0.74","1","1.3513513513513513","1","1.3513513513513513","0.19656419849308238","0.19656419849308238","0.09648495112339672","0.4605241515376711","0:0:39.920","b","dgskorpus_ber_07_deaf_event","feedback"
"7.04","19","2.6988636363636362","37","5.255681818181818","0.19090495547685915","0.051916596873683614","0.16539085403534592","0.5625889139594036","0:0:47.740","b","dgskorpus_ber_07_deaf_event","feedback"
"3.66","7","1.9125683060109289","15","4.098360655737705","0.12277685773754943","0.03304919481589911","0.1540345552058593","0.3458818003790309","0:0:59.320","b","dgskorpus_ber_07_deaf_event","feedback"
"1.3","4","3.076923076923077","9","6.923076923076923","0.018721909774589873","0.013709549051072911","0.02477285181524591","0.24514525044013122","0:1:9.480","b","dgskorpus_ber_07_deaf_event","feedback"
"2.66","5","1.8796992481203008","10","3.7593984962406015","0.6450695273873525","0.18590463541799432","0.5159196624792179","1.3395567830339645","0:1:16.760","b","dgskorpus_ber_07_deaf_event","feedback"
"1.1","2","1.8181818181818181","4","3.6363636363636362","0.06398553260135653","0.04121208113008756","0.059554276221427616","0.30657691227399086","0:1:20.560","b","dgskorpus_ber_07_deaf_event","feedback"
"1.06","2","1.8867924528301887","5","4.716981132075472","0.06507844490293402","0.03883680719881977","0.14555678628420998","0.667516393541677","0:1:26.80","b","dgskorpus_ber_07_deaf_event","feedback"
"1.5","2","1.3333333333333333","5","3.3333333333333335","0.027153071394130146","0.01892072913044185","0.03107527038399538","0.41205363251216476","0:1:29.760","b","dgskorpus_ber_07_deaf_event","feedback"
"4.54","10","2.202643171806167","21","4.6255506607929515","0.03778127119310093","0.019674370957514543","0.06501273114205874","0.2686317987108918","0:1:33.240","b","dgskorpus_ber_07_deaf_event","feedback"
"4.46","3","0.672645739910314","7","1.5695067264573992","0.011146640934712737","0.010974320876757723","0.01832564737320963","0.11105110876849515","0:1:39.400","b","dgskorpus_ber_07_deaf_event","feedback"
"13.02","25","1.9201228878648233","51","3.9170506912442398","0.03573484326963983","0.015919854982558757","0.06814219683458567","0.19521044534589901","0:1:44.840","b","dgskorpus_ber_07_deaf_event","feedback"
"1.28","2","1.5625","4","3.125","0.015732530672027067","0.013019154486288542","0.015732530672027067","0.11992411219158018","0:2:0.500","b","dgskorpus_ber_07_deaf_event","feedback"
"1.62","1","0.6172839506172839","2","1.2345679012345678","0.02044246532430294","0.02044246532430294","0.02044246532430294","0.15407894705683794","0:2:2.880","b","dgskorpus_ber_07_deaf_event","feedback"
"0.42","2","4.761904761904762","3","7.142857142857143","0.013976680725952706","0.012508163020795937","0.013727604834203877","0.18680413784479377","0:2:7.580","b","dgskorpus_ber_07_deaf_event","feedback"
"0.7","0","0.0","1","1.4285714285714286","0","0","0.03301508253344787","0.19783948096785997","0:2:11.120","b","dgskorpus_ber_07_deaf_event","feedback"
"1.66","1","0.6024096385542169","3","1.8072289156626506","0.016815288351772262","0.016815288351772262","0.016815288351772262","0.12335479560209332","0:2:14.120","b","dgskorpus_ber_07_deaf_event","feedback"
"0.66","2","3.0303030303030303","5","7.575757575757576","0.013109952551883408","0.012820826024047882","0.02997919149334316","0.33211081539476356","0:2:16.440","b","dgskorpus_ber_07_deaf_event","feedback"
