"length (seconds)","peaks","peaks per sec","nodturn","nodturn per sec","peak max prom","peak mean prom","extremes amplitude","velocity","timestamp","camera","transcript","nod"
"1.42","3","2.112676056338028","6","4.225352112676056","0.027848835028195795","0.02316662256243666","0.03206072139336125","0.233157803320749","0:7:1.380","a","dgskorpus_goe_08_discussion","feedback"
"1.02","2","1.9607843137254901","4","3.9215686274509802","0.14379968826633194","0.08349980422146952","0.05848886762243555","0.4111986630911822","0:7:49.200","a","dgskorpus_goe_08_discussion","feedback"
"1.06","2","1.8867924528301887","5","4.716981132075472","0.03269695034379794","0.025818422175205802","0.035359820988705604","0.31719179067895176","0:8:0.100","a","dgskorpus_goe_08_discussion","feedback"
"0.62","1","1.6129032258064515","2","3.225806451612903","0.03333733959344931","0.03333733959344931","0.03333733959344931","0.3129462962269732","0:8:34.280","a","dgskorpus_goe_08_discussion","feedback"
"0.78","1","1.2820512820512822","2","2.5641025641025643","0.039901132458266986","0.039901132458266986","0.059614248418009996","0.32583262701327365","0:8:35.280","a","dgskorpus_goe_08_discussion","feedback"
"0.74","1","1.3513513513513513","2","2.7027027027027026","0.0229587997516687","0.0229587997516687","0.043044354045127964","0.2327420550349704","0:8:46.880","a","dgskorpus_goe_08_discussion","feedback"
"1.3","1","0.7692307692307693","1","0.7692307692307693","0.012876443061702103","0.012876443061702103","0.02365040880101521","0.1270388891766179","0:9:4.660","a","dgskorpus_goe_08_discussion","feedback"
"0.74","1","1.3513513513513513","2","2.7027027027027026","0.029741718940342166","0.029741718940342166","0.029741718940342166","0.21374796616769393","0:9:23.260","a","dgskorpus_goe_08_discussion","feedback"
"0.78","1","1.2820512820512822","3","3.8461538461538463","0.011767400599211664","0.011767400599211664","0.029742694451986962","0.26648842331979483","0:9:41.800","a","dgskorpus_goe_08_discussion","feedback"
"0.74","0","0.0","1","1.3513513513513513","0","0","0.013867670224355866","0.08873148429354653","0:10:29.660","a","dgskorpus_goe_08_discussion","feedback"
"2.46","3","1.2195121951219512","6","2.4390243902439024","0.04555683791131604","0.02581458647075056","0.029117072907841157","0.18216251774856598","0:10:43.380","a","dgskorpus_goe_08_discussion","feedback"
"0.82","0","0.0","1","1.2195121951219512","0","0","0.03140027772123166","0.15334951887805925","0:11:3.220","a","dgskorpus_goe_08_discussion","feedback"
"0.42","1","2.380952380952381","2","4.761904761904762","0.011692802957423698","0.011692802957423698","0.03747623702305103","0.33290423512443934","0:11:6.780","a","dgskorpus_goe_08_discussion","feedback"
"0.34","1","2.9411764705882355","2","5.882352941176471","0.010525815270806982","0.010525815270806982","0.010525815270806982","0.2991953218807422","0:11:16.700","a","dgskorpus_goe_08_discussion","feedback"
"1.18","2","1.694915254237288","3","2.542372881355932","0.04250592109524143","0.03404601640637939","0.04250592109524143","0.19906297189077135","0:11:25.360","a","dgskorpus_goe_08_discussion","feedback"
"1.02","2","1.9607843137254901","4","3.9215686274509802","0.02836278531273262","0.020248809258931022","0.070156053678889","0.35882429428938734","0:11:43.800","a","dgskorpus_goe_08_discussion","feedback"
"1.34","2","1.492537313432836","5","3.7313432835820897","0.013522954906351803","0.012936144260471627","0.017521628269249634","0.2007247284192646","0:12:26.380","a","dgskorpus_goe_08_discussion","feedback"
"0.9","1","1.1111111111111112","3","3.3333333333333335","0.013084730415033441","0.013084730415033441","0.014296400787220387","0.167573920824972","0:13:18.200","a","dgskorpus_goe_08_discussion","feedback"
"1.58","0","0.0","1","0.6329113924050633","0","0","0.018044064212056954","0.10912874782399185","0:13:21.400","a","dgskorpus_goe_08_discussion","feedback"
"1.5","0","0.0","1","0.6666666666666666","0","0","0.0805461438674524","0.2557939496969214","0:14:37.60","a","dgskorpus_goe_08_discussion","feedback"
"2.42","3","1.2396694214876034","7","2.8925619834710745","0.02541893624188818","0.016782746232144152","0.04866740311021234","0.22346096528632783","0:14:59.600","a","dgskorpus_goe_08_discussion","feedback"
"0.82","1","1.2195121951219512","1","1.2195121951219512","0.01778974304099834","0.01778974304099834","0.04903277923787552","0.20635429767280666","0:15:15.860","a","dgskorpus_goe_08_discussion","feedback"
"0.5","1","2.0","2","4.0","0.02833700987000376","0.02833700987000376","0.02833700987000376","0.19397207687763446","0:15:19.960","a","dgskorpus_goe_08_discussion","feedback"
"0.42","1","2.380952380952381","1","2.380952380952381","0.05699586625191366","0.05699586625191366","0.05930353483054929","0.33269993289255617","0:15:20.920","a","dgskorpus_goe_08_discussion","feedback"
"0.5","1","2.0","2","4.0","0.040491402406445776","0.040491402406445776","0.040491402406445776","0.31342808124026433","0:15:32.760","a","dgskorpus_goe_08_discussion","feedback"
"0.96","2","2.0833333333333335","3","3.125","0.013828629652104851","0.012044177425560632","0.013828629652104851","0.12832401487021805","0:15:54.540","a","dgskorpus_goe_08_discussion","feedback"
"0.34","0","0.0","1","2.9411764705882355","0","0","0.021256768232437162","0.17499969203528032","0:16:26.800","a","dgskorpus_goe_08_discussion","feedback"
"0.86","2","2.3255813953488373","4","4.651162790697675","0.014346759120693164","0.01360701000447806","0.031027873098326886","0.252622233332065","0:0:8.880","b","dgskorpus_goe_08_discussion","feedback"
"1.54","3","1.948051948051948","6","3.896103896103896","0.021491400188952126","0.01909013713192076","0.021491400188952126","0.21043478083045145","0:0:26.600","b","dgskorpus_goe_08_discussion","feedback"
"5.0","9","1.8","17","3.4","0.02106858979131121","0.014680258927435987","0.02923934854455723","0.14901704728952248","0:0:28.440","b","dgskorpus_goe_08_discussion","feedback"
"4.3","7","1.627906976744186","15","3.488372093023256","0.06708552374496568","0.023762904977362664","0.07601220423115929","0.270320455113032","0:0:52.740","b","dgskorpus_goe_08_discussion","feedback"
"0.7","1","1.4285714285714286","2","2.857142857142857","0.08862324446741487","0.08862324446741487","0.019777768575035326","0.17466220249052103","0:1:2.840","b","dgskorpus_goe_08_discussion","feedback"
"1.46","2","1.36986301369863","5","3.4246575342465753","0.060117916202228505","0.036840745770119865","0.08299413933377808","0.4101034085087755","0:1:6.500","b","dgskorpus_goe_08_discussion","feedback"
"0.64","1","1.5625","1","1.5625","0.08011796551953854","0.08011796551953854","0.04479686093366153","0.27180149436319717","0:1:8.540","b","dgskorpus_goe_08_discussion","feedback"
"0.98","1","1.0204081632653061","3","3.061224489795918","0.01811831349120685","0.01811831349120685","0.023926278318083583","0.2296764022506471","0:1:11.880","b","dgskorpus_goe_08_discussion","feedback"
"0.62","1","1.6129032258064515","3","4.838709677419355","0.026820646869384346","0.026820646869384346","0.029064407266194747","0.3344720156369048","0:1:13.340","b","dgskorpus_goe_08_discussion","feedback"
"0.74","1","1.3513513513513513","2","2.7027027027027026","0.011630335659772895","0.011630335659772895","0.011630335659772895","0.2178516146200466","0:1:16.660","b","dgskorpus_goe_08_discussion","feedback"
"0.34","1","2.9411764705882355","2","5.882352941176471","0.028115777590858926","0.028115777590858926","0.02815328519823268","0.261720822558377","0:1:24.100","b","dgskorpus_goe_08_discussion","feedback"
"3.18","6","1.8867924528301887","13","4.088050314465409","0.06848131299576399","0.02573734421963229","0.07668135420821143","0.26671589400209844","0:1:49.320","b","dgskorpus_goe_08_discussion","feedback"
"1.22","4","3.278688524590164","9","7.377049180327869","0.02435177767123231","0.019230149901026172","0.06191590227392907","0.439403941085799","0:1:54.920","b","dgskorpus_goe_08_discussion","feedback"
"0.98","0","0.0","1","1.0204081632653061","0","0","0.010369873072687774","0.1412157801873264","0:1:56.820","b","dgskorpus_goe_08_discussion","feedback"
"0.58","1","1.7241379310344827","2","3.4482758620689653","0.014903958346833779","0.014903958346833779","0.01564216970495491","0.21452507131167675","0:2:1.720","b","dgskorpus_goe_08_discussion","feedback"
"1.9","5","2.6315789473684212","10","5.2631578947368425","0.042334596138632774","0.020667875304120332","0.03682018622650762","0.2123416325923731","0:2:3.440","b","dgskorpus_goe_08_discussion","feedback"
"0.54","0","0.0","0","0.0","0","0","0.048348598015439226","0.20005623837962175","0:2:8.980","b","dgskorpus_goe_08_discussion","feedback"
"1.34","3","2.2388059701492535","6","4.477611940298507","0.02590922926563599","0.01797712893680285","0.04123471565207337","0.23698554909979122","0:2:13.620","b","dgskorpus_goe_08_discussion","feedback"
"0.54","1","1.8518518518518519","1","1.8518518518518519","0.056295993519166254","0.056295993519166254","0.011172424218572896","0.16403019055073464","0:2:53.780","b","dgskorpus_goe_08_discussion","feedback"
"1.66","3","1.8072289156626506","5","3.0120481927710845","0.05741352634360575","0.03080062059980297","0.05741352634360575","0.21066885753395012","0:3:6.800","b","dgskorpus_goe_08_discussion","feedback"
"1.1","0","0.0","1","0.9090909090909091","0","0","0.040134857953627145","0.22206651269522348","0:3:14.520","b","dgskorpus_goe_08_discussion","feedback"
"3.34","5","1.4970059880239521","10","2.9940119760479043","0.09845196776891596","0.053099255774999986","0.12551078123336223","0.40345094786903074","0:4:15.940","b","dgskorpus_goe_08_discussion","feedback"
"5.34","5","0.9363295880149812","11","2.059925093632959","0.09511846170307092","0.05288849646519185","0.14905521913855813","0.3353863678455282","0:5:5.380","b","dgskorpus_goe_08_discussion","feedback"
"0.74","1","1.3513513513513513","2","2.7027027027027026","0.016833037122502947","0.016833037122502947","0.016833037122502947","0.19459161730592936","0:5:40.300","b","dgskorpus_goe_08_discussion","feedback"
"1.22","4","3.278688524590164","9","7.377049180327869","0.01136573245768191","0.010732265290243848","0.03792874138929969","0.23179290918460418","0:5:42.740","b","dgskorpus_goe_08_discussion","feedback"
"1.1","2","1.8181818181818181","5","4.545454545454546","0.021187805051012365","0.019764217134702444","0.05082811975913448","0.288641022730363","0:6:0.60","b","dgskorpus_goe_08_discussion","feedback"
"1.46","1","0.684931506849315","2","1.36986301369863","0.02725637473471032","0.02725637473471032","0.02725637473471032","0.17136345962772043","0:6:2.240","b","dgskorpus_goe_08_discussion","feedback"
"1.66","3","1.8072289156626506","6","3.6144578313253013","0.11415564012839119","0.058163685104637576","0.10246183814369725","0.42481906173581574","0:6:37.200","b","dgskorpus_goe_08_discussion","feedback"
"1.54","6","3.896103896103896","12","7.792207792207792","0.023993047890622732","0.015983724086913103","0.03279748427471074","0.3112450516981581","0:6:41.360","b","dgskorpus_goe_08_discussion","feedback"
"0.9","3","3.3333333333333335","5","5.555555555555555","0.07132471538782803","0.03467513913184502","0.027077104842863076","0.2826606290589713","0:6:43.740","b","dgskorpus_goe_08_discussion","feedback"
"0.78","0","0.0","1","1.2820512820512822","0","0","0.08056166191655634","0.3410025234855522","0:6:50.460","b","dgskorpus_goe_08_discussion","feedback"
"0.74","1","1.3513513513513513","1","1.3513513513513513","0.02493492511814721","0.02493492511814721","0.021029442101554663","0.18700937859671726","0:6:55.740","b","dgskorpus_goe_08_discussion","feedback"
"0.74","3","4.054054054054054","5","6.756756756756757","0.020239261280238008","0.017021587010009293","0.021318848977239124","0.2410665209557566","0:7:17.820","b","dgskorpus_goe_08_discussion","feedback"
"0.44","1","2.272727272727273","2","4.545454545454546","0.01547255645611223","0.01547255645611223","0.02055172006442274","0.15402606488557916","0:7:45.660","b","dgskorpus_goe_08_discussion","feedback"
"3.02","5","1.6556291390728477","9","2.980132450331126","0.13422508975121783","0.049329656345727016","0.10395637873811081","0.2988112138347517","0:9:5.40","b","dgskorpus_goe_08_discussion","feedback"
"1.82","3","1.6483516483516483","6","3.2967032967032965","0.050038868304171924","0.028293024362445813","0.03644646150560282","0.18523597221922625","0:9:13.660","b","dgskorpus_goe_08_discussion","feedback"
"2.8","7","2.5","14","5.0","0.02959492143884601","0.01606942171435063","0.02959492143884601","0.23032214906325574","0:9:15.800","b","dgskorpus_goe_08_discussion","feedback"
"0.42","1","2.380952380952381","2","4.761904761904762","0.044301857331846106","0.044301857331846106","0.044301857331846106","0.5501098955080541","0:9:19.920","b","dgskorpus_goe_08_discussion","feedback"
"1.22","3","2.459016393442623","7","5.737704918032787","0.013361095156340319","0.01195452511999758","0.02657637168043614","0.23644317509043167","0:9:23.680","b","dgskorpus_goe_08_discussion","feedback"
"1.1","2","1.8181818181818181","4","3.6363636363636362","0.02461541779408649","0.01984723863257698","0.02461541779408649","0.3454078796847634","0:9:39.940","b","dgskorpus_goe_08_discussion","feedback"
"2.1","2","0.9523809523809523","4","1.9047619047619047","0.03807835608104826","0.02502322929904932","0.03765377929877034","0.21199040485144396","0:9:56.80","b","dgskorpus_goe_08_discussion","feedback"
"2.14","5","2.336448598130841","11","5.140186915887851","0.06250521375005058","0.02626785477456406","0.04174628416661608","0.3091947477742216","0:9:59.680","b","dgskorpus_goe_08_discussion","feedback"
"1.6","1","0.625","2","1.25","0.029436859698320328","0.029436859698320328","0.029436859698320328","0.17806238355488188","0:10:2.860","b","dgskorpus_goe_08_discussion","feedback"
"1.18","1","0.847457627118644","2","1.694915254237288","0.027223420243089436","0.027223420243089436","0.02869007904340526","0.14609648148450682","0:10:8.940","b","dgskorpus_goe_08_discussion","feedback"
"0.5","0","0.0","0","0.0","0","0","0.009624981920358433","0.14829313515469328","0:10:10.940","b","dgskorpus_goe_08_discussion","feedback"
"0.7","1","1.4285714285714286","3","4.285714285714286","0.013099122289538467","0.013099122289538467","0.02699263576968325","0.18496208717265825","0:10:27.220","b","dgskorpus_goe_08_discussion","feedback"
"0.62","1","1.6129032258064515","1","1.6129032258064515","0.1171795010920158","0.1171795010920158","0.07246460806807486","0.472563295708693","0:10:46.400","b","dgskorpus_goe_08_discussion","feedback"
"0.94","2","2.127659574468085","3","3.1914893617021276","0.015206503806192817","0.014889808885680589","0.01598132728557511","0.2160128444253926","0:10:49.980","b","dgskorpus_goe_08_discussion","feedback"
"0.66","0","0.0","0","0.0","0","0","0.023576667585137434","0.1550550506505613","0:10:51.460","b","dgskorpus_goe_08_discussion","feedback"
"1.86","4","2.150537634408602","7","3.763440860215054","0.017897313856404917","0.013539317361097314","0.017897313856404917","0.18657307265010528","0:11:22.300","b","dgskorpus_goe_08_discussion","feedback"
"1.22","2","1.639344262295082","4","3.278688524590164","0.07038188134113965","0.0492698222248239","0.06371607236639187","0.35150411734240306","0:11:31.200","b","dgskorpus_goe_08_discussion","feedback"
"2.54","4","1.5748031496062993","9","3.543307086614173","0.16396812982015163","0.08614831687592206","0.13824093664103887","0.5292433211015477","0:11:33.540","b","dgskorpus_goe_08_discussion","feedback"
"1.3","2","1.5384615384615385","4","3.076923076923077","0.10979250623764458","0.06268120428419544","0.10979250623764458","0.3417406703587686","0:11:36.400","b","dgskorpus_goe_08_discussion","feedback"
"0.66","3","4.545454545454546","5","7.575757575757576","0.053969777086730675","0.0267362277812766","0.04901527103995185","0.31570491979711485","0:11:38.240","b","dgskorpus_goe_08_discussion","feedback"
"1.34","3","2.2388059701492535","5","3.7313432835820897","0.03975318771959491","0.023745944674254577","0.029577384845068888","0.23194064533282843","0:11:39.420","b","dgskorpus_goe_08_discussion","feedback"
"0.58","1","1.7241379310344827","2","3.4482758620689653","0.02400610302922601","0.02400610302922601","0.02400610302922601","0.2539987214038031","0:11:48.920","b","dgskorpus_goe_08_discussion","feedback"
"4.26","9","2.112676056338028","18","4.225352112676056","0.1406354490859889","0.03889792627617153","0.1406354490859889","0.3699911547820504","0:12:1.600","b","dgskorpus_goe_08_discussion","feedback"
"1.46","2","1.36986301369863","5","3.4246575342465753","0.01124434274624253","0.010941966366157407","0.029683358007759786","0.21376948469224843","0:12:10.280","b","dgskorpus_goe_08_discussion","feedback"
"1.66","4","2.4096385542168677","7","4.216867469879518","0.041559175933519876","0.020878225691165153","0.04255413406651165","0.2194379884549207","0:12:16.460","b","dgskorpus_goe_08_discussion","feedback"
"1.18","2","1.694915254237288","4","3.389830508474576","0.05665559574157153","0.03625431658365297","0.047460363054066645","0.20450114647918494","0:12:19.80","b","dgskorpus_goe_08_discussion","feedback"
"2.28","5","2.192982456140351","9","3.9473684210526314","0.03460734118829789","0.021087092554782673","0.0669019608495991","0.2864828207024261","0:12:20.800","b","dgskorpus_goe_08_discussion","feedback"
"0.74","2","2.7027027027027026","4","5.405405405405405","0.024807688609590928","0.022085667719040636","0.024807688609590928","0.29408972176939596","0:12:48.420","b","dgskorpus_goe_08_discussion","feedback"
"3.82","9","2.356020942408377","17","4.450261780104712","0.09807048585780076","0.024847496159804267","0.08584107061466528","0.24508392605008186","0:12:50.640","b","dgskorpus_goe_08_discussion","feedback"
"1.82","3","1.6483516483516483","5","2.7472527472527473","0.030894151529800684","0.018123142956759875","0.02313768213207701","0.1630732965292404","0:12:59.920","b","dgskorpus_goe_08_discussion","feedback"
"0.56","1","1.7857142857142858","2","3.5714285714285716","0.020296940827893906","0.020296940827893906","0.013711186843277545","0.17286993466162484","0:13:4.60","b","dgskorpus_goe_08_discussion","feedback"
"0.94","2","2.127659574468085","4","4.25531914893617","0.04870460840821389","0.03476785072322486","0.04882372072392416","0.32370365633755466","0:13:24.520","b","dgskorpus_goe_08_discussion","feedback"
"0.7","1","1.4285714285714286","2","2.857142857142857","0.02532650369959999","0.02532650369959999","0.02532650369959999","0.3021080326453684","0:13:28.80","b","dgskorpus_goe_08_discussion","feedback"
"1.62","4","2.4691358024691357","7","4.320987654320987","0.0320769424788494","0.021545481770211095","0.026302349376665868","0.21706334919627063","0:13:29.740","b","dgskorpus_goe_08_discussion","feedback"
"1.02","3","2.9411764705882355","5","4.901960784313726","0.08753743283292947","0.044167584674011794","0.07076404180653961","0.43646092201405334","0:13:33.900","b","dgskorpus_goe_08_discussion","feedback"
"4.24","6","1.4150943396226414","13","3.0660377358490565","0.05013686237418624","0.02266055481484523","0.0562324362584119","0.2058877412497068","0:13:40.40","b","dgskorpus_goe_08_discussion","feedback"
"0.9","2","2.2222222222222223","4","4.444444444444445","0.027808048028289845","0.02033404740988598","0.027808048028289845","0.2251430521781879","0:13:45.340","b","dgskorpus_goe_08_discussion","feedback"
"0.82","2","2.4390243902439024","4","4.878048780487805","0.016356489724909773","0.014925737698048724","0.020578981929980422","0.27193984864438636","0:13:47.940","b","dgskorpus_goe_08_discussion","feedback"
"1.06","1","0.9433962264150944","3","2.830188679245283","0.011843588819776762","0.011843588819776762","0.012700771458284965","0.1389651488974592","0:13:57.660","b","dgskorpus_goe_08_discussion","feedback"
"1.14","1","0.8771929824561403","2","1.7543859649122806","0.015123884606689453","0.015123884606689453","0.015123884606689453","0.1484415390583717","0:14:5.680","b","dgskorpus_goe_08_discussion","feedback"
"1.26","2","1.5873015873015872","5","3.9682539682539684","0.02090810093811224","0.02053626285546495","0.02345179237213091","0.23263120797595185","0:14:17.80","b","dgskorpus_goe_08_discussion","feedback"
"1.42","2","1.408450704225352","4","2.816901408450704","0.04783822682038874","0.029675315319001583","0.04144211226010519","0.20763269400301804","0:14:20.840","b","dgskorpus_goe_08_discussion","feedback"
"1.14","2","1.7543859649122806","5","4.385964912280702","0.06708620391212783","0.039640815396759344","0.07574228573149666","0.42572057307922895","0:14:34.180","b","dgskorpus_goe_08_discussion","feedback"
"1.72","3","1.744186046511628","6","3.488372093023256","0.06733838705073136","0.03290926464568692","0.10829963123017894","0.2951202195971609","0:14:44.360","b","dgskorpus_goe_08_discussion","feedback"
"2.42","2","0.8264462809917356","5","2.0661157024793386","0.02444090838312718","0.019059988354891977","0.03954812539593733","0.1814927402984153","0:14:49.500","b","dgskorpus_goe_08_discussion","feedback"
"3.14","8","2.5477707006369426","16","5.095541401273885","0.09097895234124365","0.027085318841935768","0.07430295422288302","0.2919020633979611","0:14:59.180","b","dgskorpus_goe_08_discussion","feedback"
"0.9","1","1.1111111111111112","2","2.2222222222222223","0.06349184989014622","0.06349184989014622","0.014319742201700958","0.17404811907513953","0:15:11.40","b","dgskorpus_goe_08_discussion","feedback"
"0.38","0","0.0","1","2.6315789473684212","0","0","0.016776843332062752","0.21268118048254842","0:15:39.260","b","dgskorpus_goe_08_discussion","feedback"
"0.7","1","1.4285714285714286","1","1.4285714285714286","0.02199364807526827","0.02199364807526827","0.014049372953880868","0.1284978035739348","0:15:40.180","b","dgskorpus_goe_08_discussion","feedback"
"1.5","1","0.6666666666666666","2","1.3333333333333333","0.03575865891611141","0.03575865891611141","0.03575865891611141","0.1524336221985112","0:15:47.140","b","dgskorpus_goe_08_discussion","feedback"
"3.94","6","1.5228426395939085","11","2.7918781725888326","0.22801839476496788","0.071599161352826","0.16816377842685326","0.4485784216116674","0:16:6.580","b","dgskorpus_goe_08_discussion","feedback"
"0.58","0","0.0","1","1.7241379310344827","0","0","0.016949522039375164","0.1518001327548622","0:16:12.960","b","dgskorpus_goe_08_discussion","feedback"
"1.94","3","1.5463917525773196","6","3.0927835051546393","0.08890716385181219","0.04269607461888839","0.07547766270634515","0.29759319105193","0:16:22.820","b","dgskorpus_goe_08_discussion","feedback"
"0.54","1","1.8518518518518519","1","1.8518518518518519","0.030135099682436772","0.030135099682436772","0.02297711946990111","0.1683945043116556","0:16:26.260","b","dgskorpus_goe_08_discussion","feedback"
"1.14","2","1.7543859649122806","3","2.6315789473684212","0.11945070076706288","0.0855236938839774","0.05395686269954947","0.2725003671758597","0:5:4.600","a","dgskorpus_mue_02_deaf_events","feedback"
"0.86","1","1.1627906976744187","2","2.3255813953488373","0.12305192716162483","0.12305192716162483","0.10888761299737948","0.4233839141813681","0:3:1.360","b","dgskorpus_stu_12_deaf_events","feedback"
"0.58","1","1.7241379310344827","3","5.172413793103448","0.011839309406289855","0.011839309406289855","0.02737372662029558","0.26675382561799194","0:0:0.0","a","koe_01_free_conversation","feedback"
"0.58","1","1.7241379310344827","2","3.4482758620689653","0.07955419710680545","0.07955419710680545","0.09693435238948567","0.430661810544279","0:1:29.660","a","koe_01_free_conversation","feedback"
"0.54","1","1.8518518518518519","2","3.7037037037037037","0.0842752941521534","0.0842752941521534","0.07478922640316177","0.4611977229360165","0:1:30.440","a","koe_01_free_conversation","feedback"
"2.46","3","1.2195121951219512","6","2.4390243902439024","0.16342416391015369","0.08584052231663326","0.16342416391015369","0.46401322567599623","0:1:45.540","a","koe_01_free_conversation","feedback"
"1.94","4","2.0618556701030926","8","4.123711340206185","0.15595834712814982","0.06698946316523852","0.15595834712814982","0.51929692221931","0:1:53.600","a","koe_01_free_conversation","feedback"
"0.54","2","3.7037037037037037","3","5.555555555555555","0.061832119312443146","0.03930178663576556","0.061832119312443146","0.38760599773346793","0:2:1.520","a","koe_01_free_conversation","feedback"
"1.22","2","1.639344262295082","4","3.278688524590164","0.018271046238034883","0.01571909786390424","0.03617067173436217","0.20099969319046523","0:2:2.680","a","koe_01_free_conversation","feedback"
"0.62","1","1.6129032258064515","2","3.225806451612903","0.022349271478091293","0.022349271478091293","0.022349271478091293","0.23249189112558208","0:2:9.220","a","koe_01_free_conversation","feedback"
"0.46","1","2.1739130434782608","2","4.3478260869565215","0.08684222557667098","0.08684222557667098","0.07800042491979253","0.47420886638465615","0:2:11.800","a","koe_01_free_conversation","feedback"
"1.42","2","1.408450704225352","5","3.5211267605633805","0.02724894245865639","0.018735797792890696","0.030002225872322708","0.28100076791523276","0:2:13.100","a","koe_01_free_conversation","feedback"
"0.64","1","1.5625","3","4.6875","0.03188142648654657","0.03188142648654657","0.03188142648654657","0.2907409377330221","0:2:20.320","a","koe_01_free_conversation","feedback"
"0.84","2","2.380952380952381","4","4.761904761904762","0.04716280646536131","0.034205491260184795","0.04770518127016499","0.33538532429766893","0:2:26.160","a","koe_01_free_conversation","feedback"
"0.62","1","1.6129032258064515","2","3.225806451612903","0.033634046586514366","0.033634046586514366","0.14132575221642973","0.5118400652054585","0:2:39.900","a","koe_01_free_conversation","feedback"
"1.82","5","2.7472527472527473","10","5.4945054945054945","0.2674067440930734","0.10703714957674233","0.1849786465932317","0.8265382350899165","0:2:54.600","a","koe_01_free_conversation","feedback"
"1.58","3","1.8987341772151898","7","4.430379746835443","0.1326672198568828","0.057377503949694354","0.1413617388326931","0.5344170622995694","0:3:0.880","a","koe_01_free_conversation","feedback"
"1.3","1","0.7692307692307693","3","2.3076923076923075","0.07088477826924966","0.07088477826924966","0.07052595149639895","0.26292251425813623","0:3:12.960","a","koe_01_free_conversation","feedback"
"1.1","3","2.727272727272727","6","5.454545454545454","0.12732252992679505","0.05713473450519054","0.17533649563872888","0.9663152887412716","0:3:22.760","a","koe_01_free_conversation","feedback"
"1.5","4","2.6666666666666665","8","5.333333333333333","0.10313613434540492","0.05846595595874543","0.17798419934841525","0.8679504471302489","0:3:24.740","a","koe_01_free_conversation","feedback"
"1.18","1","0.847457627118644","3","2.542372881355932","0.21218760867192898","0.21218760867192898","0.21788459632197643","0.9386870694434304","0:3:36.540","a","koe_01_free_conversation","feedback"
"0.4","1","2.5","2","5.0","0.01114882756275093","0.01114882756275093","0.035912869634066924","0.26224025733572304","0:3:42.200","a","koe_01_free_conversation","feedback"
"1.1","4","3.6363636363636362","8","7.2727272727272725","0.12393827931543466","0.041298089805793914","0.12393827931543466","0.6027441725831263","0:3:45.940","a","koe_01_free_conversation","feedback"
"1.78","5","2.808988764044944","10","5.617977528089888","0.2540992470305359","0.06929084679189121","0.2540992470305359","0.7789593632464789","0:4:2.600","a","koe_01_free_conversation","feedback"
"0.54","0","0.0","0","0.0","0","0","0.07373754450148073","0.3018369396103705","0:4:6.320","a","koe_01_free_conversation","feedback"
"0.44","1","2.272727272727273","2","4.545454545454546","0.1906172095008205","0.1906172095008205","0.11732604066034158","0.8924899173530444","0:4:11.560","a","koe_01_free_conversation","feedback"
"1.4","3","2.142857142857143","6","4.285714285714286","0.21777960325549928","0.0940880436590592","0.21777960325549928","0.7618559435785602","0:4:21.200","a","koe_01_free_conversation","feedback"
"4.82","8","1.6597510373443984","17","3.5269709543568464","0.1438858597664987","0.06533912378239395","0.4781492110992862","0.8346443026291355","0:4:23.100","a","koe_01_free_conversation","feedback"
"4.5","8","1.7777777777777777","15","3.3333333333333335","0.2397791444036883","0.0748350280510453","0.16259546318669305","0.42721136501314894","0:4:28.780","a","koe_01_free_conversation","feedback"
"0.76","2","2.6315789473684212","5","6.578947368421052","0.13376927088972201","0.0735704449557738","0.11734616115000529","0.5181140741965908","0:4:35.720","a","koe_01_free_conversation","feedback"
"0.36","0","0.0","1","2.7777777777777777","0","0","0.04399302790908277","0.36863928133452756","0:4:45.140","a","koe_01_free_conversation","feedback"
"0.6","1","1.6666666666666667","3","5.0","0.012957371663752992","0.012957371663752992","0.017446135250171357","0.1440904703157371","0:5:0.320","a","koe_01_free_conversation","feedback"
"0.96","2","2.0833333333333335","4","4.166666666666667","0.06093290837390253","0.060865951193814216","0.09434669284786357","0.7913113342821126","0:5:1.900","a","koe_01_free_conversation","feedback"
"0.54","1","1.8518518518518519","2","3.7037037037037037","0.013786560419797311","0.013786560419797311","0.050919520197978185","0.3491415775911585","0:5:3.820","a","koe_01_free_conversation","feedback"
"1.18","4","3.389830508474576","7","5.932203389830509","0.08824163828295961","0.04451951467461451","0.059540832330251536","0.533050245393566","0:5:4.600","a","koe_01_free_conversation","feedback"
"1.12","2","1.7857142857142858","3","2.6785714285714284","0.08194792476359769","0.05370026493179525","0.046934887420963634","0.3588566589234464","0:5:6.700","a","koe_01_free_conversation","feedback"
"0.62","1","1.6129032258064515","2","3.225806451612903","0.03743644334242724","0.03743644334242724","0.06133851676277491","0.4122925954829223","0:5:25.40","a","koe_01_free_conversation","feedback"
"2.2","3","1.3636363636363635","6","2.727272727272727","0.0720922891219209","0.05003907580625855","0.13993832536080308","0.44319296823710325","0:5:47.60","a","koe_01_free_conversation","feedback"
"0.76","2","2.6315789473684212","3","3.9473684210526314","0.06733250106877375","0.04217856506288786","0.04279473660741684","0.2716411256147132","0:5:58.520","a","koe_01_free_conversation","feedback"
"0.86","1","1.1627906976744187","3","3.488372093023256","0.08663495053241066","0.08663495053241066","0.08663495053241066","0.504526875977943","0:6:9.340","a","koe_01_free_conversation","feedback"
